biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P30414	C	canonical	  0.964	  1.000	2	  0.047	1	3	3p22.1	42642106	42690227	+			P30414	4980	1				NKTR_HUMAN NK-tumor recognition protein OS=Homo sapiens GN=NKTR PE=1 SV=2 CONCAT=5	Homo sapiens
P10451	C	canonical	  0.964	  1.000	2	  0.238	1	4	4q21-q25	0	0	 			P10451	4981	7				OSTP_HUMAN Osteopontin OS=Homo sapiens GN=SPP1 PE=1 SV=1 CONCAT=8	Homo sapiens
Q9NVE5	C	canonical	  0.964	  1.000	1	  0.027	1	2	2q37.1	234384172	234475428	-			Q9NVE5	4982	2				UBP40_HUMAN Ubiquitin carboxyl-terminal hydrolase 40 OS=Homo sapiens GN=USP40 PE=2 SV=3 CONCAT=4	Homo sapiens
Q9BTT4	C	canonical	  0.964	  1.000	2	  0.387	1	5	5p15.31	6371994	6378707	-			Q9BTT4	4983	1				MED10_HUMAN Mediator of RNA polymerase II transcription subunit 10 OS=Homo sapiens GN=MED10 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99547	C	canonical	  0.964	  1.000	1	  0.155	1	16	16q23.3	82181767	82203831	-			Q99547	4984	3				MPH6_HUMAN M-phase phosphoprotein 6 OS=Homo sapiens GN=MPHOSPH6 PE=1 SV=2 CONCAT=2	Homo sapiens
Q6ICB0	C	canonical	  0.964	  1.000	2	  0.443	1	22	22q13.2	41994032	42017100	-			Q6ICB0	4985	1				DESI1_HUMAN Desumoylating isopeptidase 1 OS=Homo sapiens GN=DESI1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q13426	C	canonical	  0.964	  1.000	2	  0.163	1	5	5q14.2	82373317	82649577	+			Q13426	4986	3				XRCC4_HUMAN DNA repair protein XRCC4 OS=Homo sapiens GN=XRCC4 PE=1 SV=2 CONCAT=8	Homo sapiens
Q92585	C	canonical	  0.964	  1.000	1	  0.039	1	5	5q35.3	179159851	179204287	+			Q92585	4987	1				MAML1_HUMAN Mastermind-like protein 1 OS=Homo sapiens GN=MAML1 PE=1 SV=3 CONCAT=3	Homo sapiens
P54826	C	canonical	  0.964	  1.000	2	  0.182	1	9	9q21.33	89559279	89562104	-			P54826	4988	1				GAS1_HUMAN Growth arrest-specific protein 1 OS=Homo sapiens GN=GAS1 PE=1 SV=2 CONCAT=10	Homo sapiens
Q9NWT6	C	canonical	  0.964	  1.000	1	  0.091	1	10	10q24.31	102295616	102319755	+			Q9NWT6	4989	2				HIF1N_HUMAN Hypoxia-inducible factor 1-alpha inhibitor OS=Homo sapiens GN=HIF1AN PE=1 SV=2 CONCAT=4	Homo sapiens
Q12962	C	canonical	  0.964	  1.000	2	  0.344	1	11	11p15.4	6632073	6633898	-			Q12962	4990	1				TAF10_HUMAN Transcription initiation factor TFIID subunit 10 OS=Homo sapiens GN=TAF10 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9BVC4	C	canonical	  0.964	  1.000	2	  0.194	1	16	16p13.3	0	0	 			Q9BVC4	4991	5				LST8_HUMAN Target of rapamycin complex subunit LST8 OS=Homo sapiens GN=MLST8 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BVQ7	C	canonical	  0.964	  1.000	1	  0.038	1	15	15q21.1	45694529	45713617	+			Q9BVQ7	4992	2				SPA5L_HUMAN Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens GN=SPATA5L1 PE=1 SV=2 CONCAT=4	Homo sapiens
Q96AM1	C	canonical	  0.964	  1.000	2	  0.258	1	11	11q13.3	68771866	68780877	-			Q96AM1	4993	3				MRGRF_HUMAN Mas-related G-protein coupled receptor member F OS=Homo sapiens GN=MRGPRF PE=2 SV=1 CONCAT=3	Homo sapiens
Q8TAA9	C	canonical	  0.964	  1.000	2	  0.107	1	1	1p13.1	116185250	116234475	+			Q8TAA9	4994	2				VANG1_HUMAN Vang-like protein 1 OS=Homo sapiens GN=VANGL1 PE=1 SV=1 CONCAT=17	Homo sapiens
Q92619	C	canonical	  0.964	  1.000	1	  0.032	1	19	19p13.3	0	0	 			Q92619	4995	8				HMHA1_HUMAN Minor histocompatibility protein HA-1 OS=Homo sapiens GN=HMHA1 PE=1 SV=2 CONCAT=9	Homo sapiens
Q9Y6A5	C	canonical	  0.964	  1.000	1	  0.040	1	4	4p16.3	1723266	1746898	+			Q9Y6A5	4996	2				TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens GN=TACC3 PE=1 SV=1 CONCAT=6	Homo sapiens
O75094	C	canonical	  0.964	  1.000	2	  0.040	1	5	5q34	168093230	168727786	-			O75094	4997	4				SLIT3_HUMAN Slit homolog 3 protein OS=Homo sapiens GN=SLIT3 PE=2 SV=3 CONCAT=12	Homo sapiens
Q9UKF7	C	canonical	  0.964	  1.000	2	  0.163	1	17	17q24.2	65373575	65693372	+			Q9UKF7	4998	3				PITC1_HUMAN Cytoplasmic phosphatidylinositol transfer protein 1 OS=Homo sapiens GN=PITPNC1 PE=1 SV=3 CONCAT=1	Homo sapiens
Q9NVN8	C	canonical	  0.964	  1.000	1	  0.046	1	X	Xp11.22	54556644	54587504	+			Q9NVN8	4999	1				GNL3L_HUMAN Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1 CONCAT=2	Homo sapiens
Q6PIJ6	C	canonical	  0.964	  1.000	1	  0.026	1	5	5q32	147763546	147822390	+			Q6PIJ6	5000	2				FBX38_HUMAN F-box only protein 38 OS=Homo sapiens GN=FBXO38 PE=1 SV=3 CONCAT=4	Homo sapiens
Q7Z4R8	C	canonical	  0.964	  1.000	2	  0.516	1	6	6q27	170102257	170106401	+			Q7Z4R8	5001	3				CF120_HUMAN UPF0669 protein C6orf120 OS=Homo sapiens GN=C6orf120 PE=1 SV=1 CONCAT=6	Homo sapiens
O60476	C	canonical	  0.964	  1.000	1	  0.050	1	1	1p12	117910071	118071494	+			O60476	5002	5				MA1A2_HUMAN Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Homo sapiens GN=MAN1A2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q5T280	C	canonical	  0.964	  1.000	1	  0.077	1	9	9q34.11	131581930	131592100	-			Q5T280	5003	2				CI114_HUMAN Uncharacterized protein C9orf114 OS=Homo sapiens GN=C9orf114 PE=1 SV=3 CONCAT=4	Homo sapiens
O75607	C	canonical	  0.964	  1.000	4	  0.689	1	10	10q24.32	103541082	103543170	-			O75607	5004	1				NPM3_HUMAN Nucleoplasmin-3 OS=Homo sapiens GN=NPM3 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9H3Y8	C	canonical	  0.964	  1.000	1	  0.310	1	20	20q13.33	62152077	62153559	+			Q9H3Y8	5005	3				PPDPF_HUMAN Pancreatic progenitor cell differentiation and proliferation factor OS=Homo sapiens GN=PPDPF PE=2 SV=1 CONCAT=1	Homo sapiens
Q9NV56	C	canonical	  0.964	  1.000	2	  0.310	1	20	20q13.33	61427805	61431945	+			Q9NV56	5006	1				MRGBP_HUMAN MRG/MORF4L-binding protein OS=Homo sapiens GN=MRGBP PE=1 SV=1 CONCAT=2	Homo sapiens
Q9H4K7	C	canonical	  0.964	  1.000	2	  0.148	1	20	20q13.33	60758101	60777823	+			Q9H4K7	5007	2				MTG2_HUMAN Mitochondrial ribosome-associated GTPase 2 OS=Homo sapiens GN=MTG2 PE=1 SV=1 CONCAT=4	Homo sapiens
Q96N03	C	canonical	  0.964	  1.000	1	  0.155	1	20	20q11.23	36531513	36572852	+			Q96N03	5008	3				VTM2L_HUMAN V-set and transmembrane domain-containing protein 2-like protein OS=Homo sapiens GN=VSTM2L PE=1 SV=1 CONCAT=6	Homo sapiens
Q08AG7	C	canonical	  0.964	  1.000	1	  0.310	1	13	13q21.33	73282495	73301825	-			Q08AG7	5009	1				MZT1_HUMAN Mitotic-spindle organizing protein 1 OS=Homo sapiens GN=MZT1 PE=1 SV=2 CONCAT=4	Homo sapiens
Q7Z6L1	C	canonical	  0.964	  1.000	1	  0.030	1	7	7q21.3	97846057	97881468	-			Q7Z6L1	5010	5				TCPR1_HUMAN Tectonin beta-propeller repeat-containing protein 1 OS=Homo sapiens GN=TECPR1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9P2P1	C	canonical	  0.964	  1.000	1	  0.016	1	14	14q12	24867992	24888494	+			Q9P2P1	5011	1				NYNRI_HUMAN Protein NYNRIN OS=Homo sapiens GN=NYNRIN PE=2 SV=3 CONCAT=6	Homo sapiens
Q86UY8	C	canonical	  0.964	  1.000	1	  0.053	1	12	12q23.3	104166088	104234975	-			Q86UY8	5012	3				NT5D3_HUMAN 5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1 CONCAT=2	Homo sapiens
P41212	C	canonical	  0.964	  1.000	2	  0.141	1	12	12p13.2	11802788	12048336	+			P41212	5013	1				ETV6_HUMAN Transcription factor ETV6 OS=Homo sapiens GN=ETV6 PE=1 SV=1 CONCAT=3	Homo sapiens
O14957	C	canonical	  0.964	  1.000	3	  2.324	1	19	19p13.3	1598920	1605471	-			O14957	5014	1				QCR10_HUMAN Cytochrome b-c1 complex subunit 10 OS=Homo sapiens GN=UQCR11 PE=2 SV=1 CONCAT=1	Homo sapiens
Q6P9H4	C	canonical	  0.964	  1.000	2	  0.103	1	6	6q25.2	154708638	154831793	-			Q6P9H4	5015	1				CNKR3_HUMAN Connector enhancer of kinase suppressor of ras 3 OS=Homo sapiens GN=CNKSR3 PE=1 SV=1 CONCAT=1	Homo sapiens
P13498	C	canonical	  0.964	  1.000	1	  0.172	1	16	16q24.3	88709691	88717560	-			P13498	5016	1				CY24A_HUMAN Cytochrome b-245 light chain OS=Homo sapiens GN=CYBA PE=1 SV=3 CONCAT=21	Homo sapiens
Q9UNL4	C	canonical	  0.964	  1.000	1	  0.172	1	12	12p13.31	0	0	 			Q9UNL4	5017	9				ING4_HUMAN Inhibitor of growth protein 4 OS=Homo sapiens GN=ING4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NI36	C	canonical	  0.964	  1.000	1	  0.032	1	5	5q22.1	110427414	110466200	+			Q8NI36	5018	3				WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1 CONCAT=12	Homo sapiens
O95071	C	canonical	  0.964	  1.000	1	  0.011	1	8	8q22.3	103265964	103424917	-			O95071	5019	6				UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2 CONCAT=3	Homo sapiens
O94876	C	canonical	  0.964	  1.000	1	  0.043	1	3	3q22.1	129370018	129513259	-			O94876	5020	4				TMCC1_HUMAN Transmembrane and coiled-coil domains protein 1 OS=Homo sapiens GN=TMCC1 PE=1 SV=3 CONCAT=2	Homo sapiens
P32780	C	canonical	  0.964	  1.000	1	  0.053	1	11	11p15.1	18344143	18388591	+			P32780	5021	3				TF2H1_HUMAN General transcription factor IIH subunit 1 OS=Homo sapiens GN=GTF2H1 PE=1 SV=1 CONCAT=4	Homo sapiens
P49662	C	canonical	  0.964	  1.000	1	  0.067	1	11	11q22.3	104813595	104827425	-			P49662	5022	5				CASP4_HUMAN Caspase-4 OS=Homo sapiens GN=CASP4 PE=1 SV=1 CONCAT=14	Homo sapiens
Q9Y5B0	C	canonical	  0.964	  1.000	1	  0.029	1	18	18q23	77439846	77514503	+			Q9Y5B0	5023	3				CTDP1_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase OS=Homo sapiens GN=CTDP1 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9BSU1	C	canonical	  0.964	  1.000	1	  0.077	1	16	16q22.1	67143891	67182442	+			Q9BSU1	5024	3				CP070_HUMAN UPF0183 protein C16orf70 OS=Homo sapiens GN=C16orf70 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9H0G5	C	canonical	  0.964	  1.000	1	  0.067	1	17	17q11.2	28443799	28513493	+			Q9H0G5	5025	3				NSRP1_HUMAN Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UGR2	C	canonical	  0.964	  1.000	1	  0.029	1	22	22q13.2	0	0	 			Q9UGR2	5026	2				Z3H7B_HUMAN Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B PE=1 SV=1 CONCAT=2	Homo sapiens
Q9H9Y6	C	canonical	  0.964	  1.000	1	  0.027	1	2	2q13	113299492	113333876	+			Q9H9Y6	5027	7				RPA2_HUMAN DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens GN=POLR1B PE=1 SV=2 CONCAT=2	Homo sapiens
Q8IYR2	C	canonical	  0.964	  1.000	1	  0.035	1	17	17p13.3	1682779	1733175	-			Q8IYR2	5028	2				SMYD4_HUMAN SET and MYND domain-containing protein 4 OS=Homo sapiens GN=SMYD4 PE=2 SV=3 CONCAT=9	Homo sapiens
Q8IWA0	C	canonical	  0.964	  1.000	1	  0.036	1	2	2q32.2	190306159	190340291	+			Q8IWA0	5029	1				WDR75_HUMAN WD repeat-containing protein 75 OS=Homo sapiens GN=WDR75 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N5D0	C	canonical	  0.964	  1.000	1	  0.041	1	1	1p36.11	27561007	27635110	+			Q8N5D0	5030	3				WDTC1_HUMAN WD and tetratricopeptide repeats protein 1 OS=Homo sapiens GN=WDTC1 PE=1 SV=2 CONCAT=1	Homo sapiens
O14924	C	canonical	  0.964	  1.000	1	  0.023	1	4	4p16.3	0	0	 			O14924	5031	4				RGS12_HUMAN Regulator of G-protein signaling 12 OS=Homo sapiens GN=RGS12 PE=1 SV=1 CONCAT=4	Homo sapiens
O15085	C	canonical	  0.964	  1.000	1	  0.021	1	1	1q23.1	156905316	157014865	-			O15085	5032	2				ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1 CONCAT=3	Homo sapiens
Q96K83	C	canonical	  0.964	  1.000	1	  0.023	1	18	18q11.2	22641890	22932116	-			Q96K83	5033	5				ZN521_HUMAN Zinc finger protein 521 OS=Homo sapiens GN=ZNF521 PE=1 SV=1 CONCAT=1	Homo sapiens
A6NFY7	C	canonical	  0.964	  1.000	1	  0.258	1	19	19q13.12	36486090	36487220	+			A6NFY7	5034	1				SDHF1_HUMAN Succinate dehydrogenase assembly factor 1, mitochondrial OS=Homo sapiens GN=SDHAF1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q96GC9	C	canonical	  0.964	  1.000	1	  0.129	1	17	17q23.1	57784826	57918453	+			Q96GC9	5035	7				VMP1_HUMAN Vacuole membrane protein 1 OS=Homo sapiens GN=VMP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q96M96	C	canonical	  0.964	  1.000	1	  0.032	1	12	12p11.21	32751460	32777637	+			Q96M96	5036	8				FGD4_HUMAN FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=1 SV=2 CONCAT=3	Homo sapiens
P42331	C	canonical	  0.964	  1.000	1	  0.037	1	2	2p13.3	68961913	69053948	+			P42331	5037	8				RHG25_HUMAN Rho GTPase-activating protein 25 OS=Homo sapiens GN=ARHGAP25 PE=1 SV=2 CONCAT=4	Homo sapiens
Q6NXT1	C	canonical	  0.964	  1.000	1	  0.111	1	22	22q13.1	38226862	38240438	-			Q6NXT1	5038	5				ANR54_HUMAN Ankyrin repeat domain-containing protein 54 OS=Homo sapiens GN=ANKRD54 PE=1 SV=2 CONCAT=2	Homo sapiens
P08962	C	canonical	  0.964	  1.000	3	  0.516	1	12	12q13.2	56119271	56123004	-			P08962	5039	8				CD63_HUMAN CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2 CONCAT=2	Homo sapiens
Q96QU8	C	canonical	  0.964	  1.000	1	  0.028	1	16	16p11.2	28109316	28223190	-			Q96QU8	5040	3				XPO6_HUMAN Exportin-6 OS=Homo sapiens GN=XPO6 PE=1 SV=1 CONCAT=3	Homo sapiens
Q6UWZ7	C	canonical	  0.964	  1.000	1	  0.070	1	4	4q21.23	84382092	84406334	-			Q6UWZ7	5041	2				F175A_HUMAN BRCA1-A complex subunit Abraxas OS=Homo sapiens GN=FAM175A PE=1 SV=2 CONCAT=4	Homo sapiens
Q96RT7	C	canonical	  0.964	  1.000	1	  0.018	1	22	22q13.33	50656118	50682993	-			Q96RT7	5042	5				GCP6_HUMAN Gamma-tubulin complex component 6 OS=Homo sapiens GN=TUBGCP6 PE=1 SV=3 CONCAT=9	Homo sapiens
Q9UKA4	C	canonical	  0.964	  1.000	1	  0.019	1	13	13q14.11	42846289	42897396	+			Q9UKA4	5043	1				AKA11_HUMAN A-kinase anchor protein 11 OS=Homo sapiens GN=AKAP11 PE=1 SV=1 CONCAT=4	Homo sapiens
Q9NWQ8	C	canonical	  0.964	  1.000	1	  0.082	1	8	8q21.13	81880045	82024303	-			Q9NWQ8	5044	1				PHAG1_HUMAN Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Homo sapiens GN=PAG1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q96D96	C	canonical	  0.964	  1.000	4	  0.516	1	12	12q24.11	111086584	111126962	-			Q96D96	5045	5				HVCN1_HUMAN Voltage-gated hydrogen channel 1 OS=Homo sapiens GN=HVCN1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NZM5	C	canonical	  0.964	  1.000	1	  0.103	1	19	19q13.33	48248779	48260315	+			Q9NZM5	5046	6				GSCR2_HUMAN Glioma tumor suppressor candidate region gene 2 protein OS=Homo sapiens GN=GLTSCR2 PE=1 SV=2 CONCAT=5	Homo sapiens
Q9BT73	C	canonical	  0.964	  1.000	1	  0.258	1	7	7p22.3	1607249	1610641	-			Q9BT73	5047	1				PSMG3_HUMAN Proteasome assembly chaperone 3 OS=Homo sapiens GN=PSMG3 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96IG2	C	canonical	  0.964	  1.000	1	  0.062	1	17	17q12	37416840	37557916	-			Q96IG2	5048	3				FXL20_HUMAN F-box/LRR-repeat protein 20 OS=Homo sapiens GN=FBXL20 PE=1 SV=2 CONCAT=1	Homo sapiens
Q99985	C	canonical	  0.964	  1.000	1	  0.039	1	7	7q21.11	80371854	80548667	-			Q99985	5049	3				SEM3C_HUMAN Semaphorin-3C OS=Homo sapiens GN=SEMA3C PE=1 SV=2 CONCAT=8	Homo sapiens
Q8IVH4	C	canonical	  0.964	  1.000	1	  0.062	1	4	4q31.21	146539415	146581187	+			Q8IVH4	5050	3				MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial OS=Homo sapiens GN=MMAA PE=1 SV=1 CONCAT=10	Homo sapiens
Q9HBL8	C	canonical	  0.964	  1.000	1	  0.086	1	16	16p13.3	4511681	4524896	-			Q9HBL8	5051	6				NMRL1_HUMAN NmrA-like family domain-containing protein 1 OS=Homo sapiens GN=NMRAL1 PE=1 SV=1 CONCAT=4	Homo sapiens
Q8NE01	C	canonical	  0.964	  1.000	1	  0.039	1	2	2q11.2	97481987	97499648	+			Q8NE01	5052	2				CNNM3_HUMAN Metal transporter CNNM3 OS=Homo sapiens GN=CNNM3 PE=1 SV=1 CONCAT=1	Homo sapiens
P43251	C	canonical	  0.964	  1.000	2	  0.119	1	3	3p25.1	15643249	15687329	+			P43251	5053	4				BTD_HUMAN Biotinidase OS=Homo sapiens GN=BTD PE=1 SV=2 CONCAT=15	Homo sapiens
Q96JE9	C	canonical	  0.964	  1.000	1	  0.026	1	11	11q13.5	75297963	75380165	-			Q96JE9	5054	3				MAP6_HUMAN Microtubule-associated protein 6 OS=Homo sapiens GN=MAP6 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9UNX4	C	canonical	  0.964	  1.000	1	  0.031	1	1	1p12	118472391	118509165	+			Q9UNX4	5055	1				WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9BRP4	C	canonical	  0.964	  1.000	1	  0.077	1	11	11q13.4	0	0	 			Q9BRP4	5056	6				PAAF1_HUMAN Proteasomal ATPase-associated factor 1 OS=Homo sapiens GN=PAAF1 PE=1 SV=2 CONCAT=5	Homo sapiens
Q9P2H3	C	canonical	  0.964	  1.000	1	  0.041	1	3	3q25.33	159974774	160117320	-			Q9P2H3	5057	4				IFT80_HUMAN Intraflagellar transport protein 80 homolog OS=Homo sapiens GN=IFT80 PE=1 SV=3 CONCAT=5	Homo sapiens
P49116	C	canonical	  0.964	  1.000	1	  0.044	1	3	3p25.1	14989236	15084856	+			P49116	5058	2				NR2C2_HUMAN Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens GN=NR2C2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96Q27	C	canonical	  0.964	  1.000	1	  0.048	1	14	14q32.12	94400512	94423767	-			Q96Q27	5059	5				ASB2_HUMAN Ankyrin repeat and SOCS box protein 2 OS=Homo sapiens GN=ASB2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UJT9	C	canonical	  0.964	  1.000	1	  0.055	1	5	5p15.1	15500305	15939900	+			Q9UJT9	5060	2				FBXL7_HUMAN F-box/LRR-repeat protein 7 OS=Homo sapiens GN=FBXL7 PE=2 SV=1 CONCAT=1	Homo sapiens
Q12899	C	canonical	  0.964	  1.000	1	  0.053	1	HSCHR6_MHC_QBL	HSCHR6_MHC_QBLp22.1	30141750	30170667	-			Q12899	5061	1				TRI26_HUMAN Tripartite motif-containing protein 26 OS=Homo sapiens GN=TRIM26 PE=2 SV=1 CONCAT=2	Homo sapiens
Q70HW3	C	canonical	  0.964	  1.000	2	  0.221	1	3	3p14.1	66271438	66428503	+			Q70HW3	5062	5				SAMC_HUMAN S-adenosylmethionine mitochondrial carrier protein OS=Homo sapiens GN=SLC25A26 PE=2 SV=1 CONCAT=2	Homo sapiens
O15040	C	canonical	  0.964	  1.000	1	  0.024	1	14	14q32.31	102829300	102968818	+			O15040	5063	2				TCPR2_HUMAN Tectonin beta-propeller repeat-containing protein 2 OS=Homo sapiens GN=TECPR2 PE=1 SV=4 CONCAT=5	Homo sapiens
Q8N5C1	C	canonical	  0.964	  1.000	1	  0.111	1	6	6q22.1	116832809	116845955	+			Q8N5C1	5064	1				FA26E_HUMAN Protein FAM26E OS=Homo sapiens GN=FAM26E PE=2 SV=1 CONCAT=1	Homo sapiens
Q9BTM9	C	canonical	  0.964	  1.000	2	  0.775	1	9	9q34.11	131133598	131153013	+			Q9BTM9	5065	3				URM1_HUMAN Ubiquitin-related modifier 1 OS=Homo sapiens GN=URM1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8IZ21	C	canonical	  0.964	  1.000	1	  0.044	1	1	1p35.3	0	0	 			Q8IZ21	5066	4				PHAR4_HUMAN Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BQP7	C	canonical	  0.964	  1.000	1	  0.074	1	20	20p11.23	17949556	17971765	+			Q9BQP7	5067	3				MGME1_HUMAN Mitochondrial genome maintenance exonuclease 1 OS=Homo sapiens GN=MGME1 PE=1 SV=1 CONCAT=4	Homo sapiens
P04279	C	canonical	  0.957	  1.000	1	  0.053	1	20	20q12-q13.12	0	0	 			P04279	5068	3				SEMG1_HUMAN Semenogelin-1 OS=Homo sapiens GN=SEMG1 PE=1 SV=2 CONCAT=17	Homo sapiens
Q9NX04	C	canonical	  0.959	  1.000	1	  0.172	1	1	1p34.3	38147242	38156192	-			Q9NX04	5069	8				CA109_HUMAN Uncharacterized protein C1orf109 OS=Homo sapiens GN=C1orf109 PE=2 SV=1 CONCAT=1	Homo sapiens
Q96MV1	C	canonical	  0.011	  1.000	2	  0.258	1	1	1p21.3	95582894	95663163	+			Q96MV1	5070	3				TMM56_HUMAN Transmembrane protein 56 OS=Homo sapiens GN=TMEM56 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N4S9	C	canonical	  0.964	  1.000	1	  0.053	1	5	5q13.2	68710939	68737883	+			Q8N4S9	5071	8				MALD2_HUMAN MARVEL domain-containing protein 2 OS=Homo sapiens GN=MARVELD2 PE=1 SV=2 CONCAT=3	Homo sapiens
Q08345	C	canonical	  0.964	  1.000	1	  0.037	1	6	6p21.3	0	0	 			Q08345	5072	10				DDR1_HUMAN Epithelial discoidin domain-containing receptor 1 OS=Homo sapiens GN=DDR1 PE=1 SV=1 CONCAT=14	Homo sapiens
Q99871	C	canonical	  0.964	  1.000	1	  0.082	1	X	Xq28	152713124	152736089	-			Q99871	5073	5				HAUS7_HUMAN HAUS augmin-like complex subunit 7 OS=Homo sapiens GN=HAUS7 PE=1 SV=3 CONCAT=1	Homo sapiens
P49918	C	canonical	  0.964	  1.000	1	  0.129	1	11	11p15.4	2904461	2906995	-			P49918	5074	4				CDN1C_HUMAN Cyclin-dependent kinase inhibitor 1C OS=Homo sapiens GN=CDKN1C PE=1 SV=1 CONCAT=10	Homo sapiens
Q9NQ55	C	canonical	  0.964	  1.000	1	  0.067	1	19	19p13.2	10216965	10221970	+			Q9NQ55	5075	7				SSF1_HUMAN Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=1 SV=1 CONCAT=3	Homo sapiens
P35610	C	canonical	  0.964	  1.000	1	  0.062	1	1	1q25.2	179262937	179327815	+			P35610	5076	4				SOAT1_HUMAN Sterol O-acyltransferase 1 OS=Homo sapiens GN=SOAT1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q53GS7	C	canonical	  0.964	  1.000	1	  0.047	1	9	9q34.11	131266979	131304567	+			Q53GS7	5077	3				GLE1_HUMAN Nucleoporin GLE1 OS=Homo sapiens GN=GLE1 PE=1 SV=2 CONCAT=8	Homo sapiens
Q96MX0	C	canonical	  0.964	  1.000	1	  0.172	1	16	16q21	66638003	66647020	+			Q96MX0	5078	4				CKLF3_HUMAN CKLF-like MARVEL transmembrane domain-containing protein 3 OS=Homo sapiens GN=CMTM3 PE=2 SV=1 CONCAT=1	Homo sapiens
Q92994	C	canonical	  0.964	  1.000	1	  0.047	1	14	14q	0	0	 			Q92994	5079	8				TF3B_HUMAN Transcription factor IIIB 90 kDa subunit OS=Homo sapiens GN=BRF1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9BYT3	C	canonical	  0.964	  1.000	1	  0.053	1	11	11p15.4	8413418	8615503	-			Q9BYT3	5080	6				STK33_HUMAN Serine/threonine-protein kinase 33 OS=Homo sapiens GN=STK33 PE=1 SV=1 CONCAT=7	Homo sapiens
Q9BRK0	C	canonical	  0.964	  1.000	1	  0.097	1	5	5q31.2	137774776	137782658	+			Q9BRK0	5081	3				REEP2_HUMAN Receptor expression-enhancing protein 2 OS=Homo sapiens GN=REEP2 PE=2 SV=2 CONCAT=1	Homo sapiens
Q9Y2W6	C	canonical	  0.964	  1.000	1	  0.057	1	1	1q21.3	151745970	151763892	-			Q9Y2W6	5082	5				TDRKH_HUMAN Tudor and KH domain-containing protein OS=Homo sapiens GN=TDRKH PE=1 SV=2 CONCAT=2	Homo sapiens
Q96SY0	C	canonical	  0.964	  1.000	1	  0.060	1	15	15q22.31	65871120	65903583	-			Q96SY0	5083	7				VWA9_HUMAN von Willebrand factor A domain-containing protein 9 OS=Homo sapiens GN=VWA9 PE=1 SV=2 CONCAT=1	Homo sapiens
