NextprotID	SeqLength	MW	IsoPoint	TMDomains	SubcellLocations	Diseases	ProteinExistence	Chr
NX_P32418	973	108547	4.91	10	Nucleoplasm;Cell membrane;Cell membrane	NA	PE1	2
NX_P32455	592	67931	5.97	0	Secreted;Cell membrane;Golgi apparatus membrane;Cytoplasm	NA	PE1	1
NX_P32456	591	67209	5.54	0	Nucleoplasm;Cytosol;Cytoskeleton;Cytoplasm;Perinuclear region;Golgi apparatus membrane;Membrane	NA	PE1	1
NX_P32519	619	67498	5.09	0	Nucleoplasm;Nucleus	NA	PE1	13
NX_P32745	418	45847	8.91	7	Cell membrane	NA	PE1	22
NX_P32754	393	44934	6.52	0	Nucleus speckle	Hawkinsinuria;Tyrosinemia 3	PE1	12
NX_P32780	548	62032	8.8	0	Nucleus;Nucleoplasm	NA	PE1	11
NX_P32856	288	33341	5.92	1	Cytosol;Nucleus;Membrane	NA	PE1	12
NX_P32881	189	21989	5.32	0	Secreted	NA	PE1	9
NX_P32926	999	107533	4.86	1	Cell membrane;Desmosome	NA	PE1	18
NX_P32927	897	97336	5.33	1	Membrane;Golgi apparatus	Pulmonary surfactant metabolism dysfunction 5	PE1	22
NX_P32929	405	44508	6.21	0	Cytoplasm	Cystathioninuria	PE1	1
NX_P32942	547	59541	5.31	1	Mitochondrion;Nucleus;Membrane;Nucleus membrane	NA	PE1	19
NX_P32969	192	21863	9.96	0	Cytoplasm;Cytosol;Nucleolus;Endoplasmic reticulum;Nucleolus	NA	PE1	X
NX_P32970	193	21118	8.93	1	Nucleoplasm;Membrane	NA	PE1	19
NX_P32971	234	26017	7.62	1	Membrane	NA	PE1	9
NX_P33032	325	36601	8.75	7	Cell membrane	NA	PE1	18
NX_P33076	1130	123514	5.3	0	Nucleus;PML body;Nucleoplasm	Bare lymphocyte syndrome 2	PE1	16
NX_P33121	698	77943	6.81	1	Peroxisome membrane;Microsome membrane;Mitochondrion outer membrane;Mitochondrion;Nucleus;Endoplasmic reticulum membrane	NA	PE1	4
NX_P33151	784	87528	5.22	1	Cell membrane;Cell junction	NA	PE1	16
NX_P33176	963	109685	6.12	0	Cytosol;Microtubule organizing center;Cytoskeleton	NA	PE1	10
NX_P33240	577	60959	6.36	0	Nucleus;Nucleoplasm;Nucleus	NA	PE1	X
NX_P33241	339	37192	4.69	0	Cell membrane;Cell membrane	NA	PE1	11
NX_P33260	490	55711	6.83	0	Microsome membrane;Endoplasmic reticulum membrane	NA	PE1	10
NX_P33261	490	55931	7.11	0	Endoplasmic reticulum membrane;Microsome membrane	NA	PE1	10
NX_P33316	252	26563	9.46	0	Nucleoplasm;Nucleus;Mitochondrion	NA	PE1	15
NX_P33402	732	81750	7.77	0	Cytoplasm	NA	PE1	11
NX_P33527	1531	171591	6.71	17	Cell membrane;Cell membrane	NA	PE1	16
NX_P33552	79	9860	8.07	0	Cytoplasm	NA	PE1	9
NX_P33681	288	33048	7.58	1	Membrane	NA	PE1	3
NX_P33763	92	10744	5.01	0	Nucleoplasm	NA	PE1	1
NX_P33764	101	11713	4.71	0	Nucleolus;Cytosol;Cytoplasm	NA	PE1	1
NX_P33778	126	13950	10.31	0	Nucleus;Chromosome	NA	PE1	6
NX_P33897	745	82937	9.09	5	Peroxisome membrane	Adrenoleukodystrophy	PE1	X
NX_P33908	653	72969	6.04	1	Cytosol;Golgi apparatus membrane;Golgi apparatus	NA	PE1	6
NX_P33947	212	24422	8.86	7	Endoplasmic reticulum membrane	NA	PE1	7
NX_P33981	857	97072	8.41	0	Nucleolus;Cytosol	NA	PE1	6
NX_P33991	863	96558	6.28	0	Nucleoplasm;Nucleus	Natural killer cell and glucocorticoid deficiency with DNA repair defect	PE1	8
NX_P33992	734	82286	8.64	0	Nucleus;Cytosol;Nucleoplasm	Meier-Gorlin syndrome 8	PE1	22
NX_P33993	719	81308	6.08	0	Nucleus;Nucleoplasm	NA	PE1	7
NX_P34059	522	58026	6.25	0	Cytosol;Lysosome	Mucopolysaccharidosis 4A	PE1	16
NX_P34096	147	16840	9.3	0	Secreted	NA	PE1	14
NX_P34130	210	22427	9.01	0	Secreted;Golgi apparatus	Glaucoma 1, open angle, O	PE1	19
NX_P34741	201	22160	4.75	1	Cytosol;Membrane;Cell membrane	NA	PE1	8
NX_P34810	354	37408	9.1	1	Cell membrane;Endosome membrane;Lysosome membrane;Golgi apparatus;Cytoplasmic vesicle	NA	PE1	17
NX_P34820	402	44768	8.76	0	Secreted	NA	PE1	1
NX_P34896	483	53083	7.61	0	Cytosol;Cytoplasm;Nucleus	NA	PE1	17
NX_P34897	504	55993	8.76	0	Mitochondrion;Mitochondrion;Cytoskeleton;Mitochondrion nucleoid;Mitochondrion inner membrane;Cytoplasm;Nucleus	NA	PE1	12
NX_P34903	492	55165	8.81	4	Postsynaptic cell membrane;Cell membrane	NA	PE1	X
NX_P34910	448	48666	4.67	1	Membrane	NA	PE1	17
NX_P34913	555	62616	5.91	0	Cytosol;Peroxisome;Cytoplasm	NA	PE1	8
NX_P34925	604	67507	7.52	1	Nucleolus;Nucleus;Membrane;Nucleus;Cytoplasm	NA	PE1	3
NX_P34931	641	70375	5.76	0	NA	NA	PE1	6
NX_P34932	840	94331	5.11	0	Cytosol;Cytoplasm;Nucleoplasm	NA	PE1	5
NX_P34947	590	67787	8.39	0	Nucleus speckle;Nucleus membrane;Cytoplasm;Cell membrane;Nucleus;Cell membrane	NA	PE1	10
NX_P34949	423	46656	5.62	0	Cell membrane;Cytosol;Cytoplasm	Congenital disorder of glycosylation 1B	PE1	15
NX_P34969	479	53555	9.09	7	Cytosol;Nucleus speckle;Cell membrane;Cell membrane	NA	PE1	10
NX_P34972	360	39681	8.52	7	Cell membrane;Dendrite;Perikaryon	NA	PE1	1
NX_P34981	398	45085	8.62	7	Cell membrane	NA	PE1	8
NX_P34982	312	35240	9.07	7	Cell membrane	NA	PE1	17
NX_P34995	402	41801	11.72	7	Cell membrane	NA	PE2	19
NX_P34998	444	50719	9.47	7	Cell membrane;Endosome	NA	PE1	17
NX_P35030	304	32529	7.46	0	Secreted	NA	PE1	9
NX_P35052	558	61680	7.07	0	Cell membrane;Cytosol;Extracellular space;Endosome;Cell membrane	NA	PE1	2
NX_P35070	178	19746	8.53	1	Extracellular space;Cell membrane	NA	PE1	4
NX_P35080	140	15046	6.55	0	Cytoskeleton	NA	PE1	3
NX_P35125	1406	158658	7.87	0	Cytoplasm;Cell membrane;Endosome	NA	PE1	17
NX_P35212	333	37414	7.5	4	Cell membrane;Gap junction	NA	PE1	1
NX_P35218	305	34750	7.18	0	Mitochondrion	Hyperammonemia due to carbonic anhydrase VA deficiency	PE1	16
NX_P35219	290	32973	4.78	0	NA	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3	PE1	8
NX_P35221	906	100071	5.95	0	Cell junction;Cell membrane;Cell junction;Adherens junction;Cytoskeleton;Cell membrane	Macular dystrophy, patterned, 2	PE1	5
NX_P35222	781	85497	5.53	0	Cytoplasm;Nucleus;Cytoskeleton;Cell membrane;Spindle pole;Adherens junction;Synapse;Cell membrane;Centrosome;Cell junction	Pilomatrixoma;Medulloblastoma;Mental retardation, autosomal dominant 19;Ovarian cancer;Colorectal cancer;Mesothelioma, malignant;Vitreoretinopathy, exudative 7	PE1	3
NX_P35225	146	15816	8.69	0	Secreted;Cell membrane;Cytosol	Allergic rhinitis	PE1	5
NX_P35226	326	36949	8.9	0	Nucleus;Nucleolus;Nucleus;Nucleus;Cytoplasm;Cytosol	NA	PE1	10
NX_P35227	344	37788	8.21	0	Nucleus;Nucleus	NA	PE1	17
NX_P35228	1153	131117	8.2	0	NA	NA	PE1	17
NX_P35232	272	29804	5.57	0	Mitochondrion;Cytoplasmic vesicle;Mitochondrion inner membrane;Mitochondrion	NA	PE1	17
NX_P35236	360	40529	6.33	0	Cytoplasm;Cytoskeleton	NA	PE1	1
NX_P35237	376	42622	5.18	0	Cytoplasm;Centrosome;Cytoplasm	Deafness, autosomal recessive, 91	PE1	6
NX_P35240	595	69690	6.11	0	Filopodium membrane;Cytosol;Cytoskeleton;Ruffle membrane;Nucleus;Perinuclear region;Nucleus;Cytoplasmic granule;Cell membrane	Mesothelioma, malignant;Schwannomatosis 1;Neurofibromatosis 2	PE1	22
NX_P35241	583	68564	6.03	0	Cytoplasm;Cell membrane;Cell membrane;Cytoskeleton;Cleavage furrow	Deafness, autosomal recessive, 24	PE1	11
NX_P35243	200	23130	5.06	0	NA	NA	PE1	17
NX_P35244	121	13569	4.96	0	Nucleus	NA	PE1	7
NX_P35247	375	37728	6.25	0	Surface film;Extracellular matrix	NA	PE1	10
NX_P35249	363	39682	8.26	0	Nucleus;Nucleoplasm	NA	PE1	3
NX_P35250	354	39157	6.04	0	Nucleus;Golgi apparatus;Nucleoplasm	NA	PE1	7
NX_P35251	1148	128255	9.38	0	Nucleus;Nucleolus;Nucleus;Nucleus	NA	PE1	4
NX_P35268	128	14787	9.21	0	Nucleolus;Cytoplasm	NA	PE1	1
NX_P35269	517	58240	7.04	0	Cell junction;Nucleus;Nucleus	NA	PE1	19
NX_P35270	261	28048	8.25	0	Nucleoplasm;Cytosol;Cytoplasm	Dystonia, DOPA-responsive, due to sepiapterin reductase deficiency	PE1	2
NX_P35318	185	20420	10.84	0	Secreted	NA	PE1	11
NX_P35321	89	9877	8.85	0	Cytoplasm	NA	PE1	1
NX_P35325	72	7975	8.81	0	Cytoplasm	NA	PE2	1
NX_P35326	72	7965	8.81	0	Cytoplasm	NA	PE1	1
NX_P35346	364	39202	9.58	7	Cell membrane;Cell membrane	NA	PE1	16
NX_P35348	466	51487	9.26	7	Nucleus membrane;Cell membrane;Caveola;Cytoplasm	NA	PE1	8
NX_P35354	604	68996	7.02	0	Endoplasmic reticulum;Microsome membrane;Endoplasmic reticulum membrane	NA	PE1	1
NX_P35367	487	55784	9.33	7	Cytosol;Cell membrane;Cell membrane	NA	PE1	3
NX_P35368	520	56836	9.53	7	Cell membrane;Caveola;Nucleus membrane;Cell membrane;Cytoplasm	NA	PE1	5
NX_P35372	400	44779	8.62	7	Endosome;Cytoplasm;Cell membrane;Axon;Perikaryon;Dendrite	NA	PE1	6
NX_P35398	523	58975	6.3	0	Nucleus	NA	PE1	15
NX_P35408	488	53119	9.08	7	Cell membrane	NA	PE1	5
NX_P35410	378	42411	8.71	7	Cell membrane;Nucleoplasm;Cell membrane;Cytosol	NA	PE2	6
NX_P35414	380	42660	7.46	7	Cell membrane	NA	PE1	11
NX_P35442	1172	129991	4.62	0	Nucleus speckle;Cytosol;Cell membrane	Intervertebral disc disease	PE1	6
NX_P35443	961	105869	4.44	0	Sarcoplasmic reticulum;Cytoplasmic vesicle;Secreted;Extracellular space;Extracellular matrix;Endoplasmic reticulum	NA	PE1	5
NX_P35452	270	29031	9.82	0	Nucleus	NA	PE1	2
NX_P35453	343	36101	9.5	0	Nucleus;Nucleus	Synpolydactyly 1;Brachydactyly D;Brachydactyly-syndactyly-oligodactyly syndrome;Syndactyly 5;Brachydactyly-syndactyly syndrome;VACTERL association;Brachydactyly E1	PE1	2
NX_P35462	400	44225	9.2	7	Cell membrane	Tremor, hereditary essential 1;Schizophrenia	PE1	3
NX_P35475	653	72670	9.25	0	Lysosome	Mucopolysaccharidosis 1H/S;Mucopolysaccharidosis 1S;Mucopolysaccharidosis 1H	PE1	4
NX_P35498	2009	228972	5.6	24	Cell membrane;Nucleoplasm;Nucleus;Cell membrane	Generalized epilepsy with febrile seizures plus 2;Intractable childhood epilepsy with generalized tonic-clonic seizures;Migraine, familial hemiplegic, 3;Febrile seizures, familial, 3A;Epileptic encephalopathy, early infantile, 6	PE1	2
NX_P35499	1836	208061	4.99	24	Nucleoplasm;Cell membrane;Microtubule organizing center	Periodic paralysis normokalemic;Periodic paralysis hypokalemic 2;Periodic paralysis hyperkalemic;Paramyotonia congenita of von Eulenburg;Myotonia SCN4A-related;Myasthenic syndrome, congenital, 16	PE1	17
NX_P35503	534	60338	8.41	1	Microsome;Endoplasmic reticulum membrane	NA	PE1	2
NX_P35504	534	60071	8.24	1	Endoplasmic reticulum membrane;Microsome	NA	PE2	2
NX_P35520	551	60587	6.2	0	Cytoplasm;Nucleus	Cystathionine beta-synthase deficiency	PE1	21
NX_P35523	988	108626	5.68	10	Cell membrane	Myotonia congenita, autosomal dominant;Myotonia congenita, autosomal recessive	PE1	7
NX_P35527	623	62064	5.14	0	NA	Keratoderma, palmoplantar, epidermolytic	PE1	17
NX_P35542	130	14747	9.17	0	Secreted	NA	PE1	11
NX_P35544	74	7760	4.31	0	NA	NA	PE1	11
NX_P35548	267	28897	9.68	0	Nucleus speckle;Nucleus	Parietal foramina 1;Parietal foramina with cleidocranial dysplasia;Craniosynostosis 2	PE1	5
NX_P35555	2871	312237	4.81	0	Extracellular matrix;Cytosol;Secreted;Secreted	Geleophysic dysplasia 2;Acromicric dysplasia;Stiff skin syndrome;Marfan syndrome;Marfan lipodystrophy syndrome;Overlap connective tissue disease;Weill-Marchesani syndrome 2;Ectopia lentis 1, isolated, autosomal dominant	PE1	15
NX_P35556	2912	314775	4.73	0	Nucleoplasm;Cytosol;Extracellular matrix	Macular degeneration, early-onset;Arthrogryposis, distal, 9	PE1	5
NX_P35557	465	52191	5.1	0	Golgi apparatus;Nucleus;Cytosol;Cytoplasm	Maturity-onset diabetes of the young 2;Familial hyperinsulinemic hypoglycemia 3;Diabetes mellitus, non-insulin-dependent;Diabetes mellitus, permanent neonatal	PE1	7
NX_P35558	622	69195	5.8	0	Cytoplasm	Cytosolic phosphoenolpyruvate carboxykinase deficiency	PE1	20
NX_P35568	1242	131591	8.83	0	Cytosol;Nucleoplasm	Diabetes mellitus, non-insulin-dependent	PE1	2
NX_P35573	1532	174764	6.31	0	Cytoplasm;Nucleoplasm;Cytosol	Glycogen storage disease 3	PE1	1
NX_P35575	357	40484	8.72	9	Endoplasmic reticulum membrane	Glycogen storage disease 1A	PE1	17
NX_P35579	1960	226532	5.5	0	Cell membrane;Cytosol;Cytoskeleton;Cytoskeleton;Cell cortex	Deafness, autosomal dominant, 17;Macrothrombocytopenia and progressive sensorineural deafness;Epstein syndrome;Fechtner syndrome;Sebastian syndrome;May-Hegglin anomaly	PE1	22
NX_P35580	1976	228999	5.44	0	Lamellipodium;Mitochondrion;Cytosol;Cytoskeleton	NA	PE1	17
NX_P35590	1138	125090	6.63	1	Cell membrane;Cytoplasmic vesicle	NA	PE1	1
NX_P35606	906	102487	5.15	0	COPI-coated vesicle membrane;Golgi apparatus;Cytoplasm;Cytosol;Cytosol;Golgi apparatus membrane	NA	PE1	3
NX_P35609	894	103854	5.31	0	Z line	Cardiomyopathy, familial hypertrophic 23, with or without left ventricular non-compaction;Cardiomyopathy, dilated 1AA, with or without left ventricular non-compaction	PE1	1
NX_P35610	550	64735	9.08	5	Endoplasmic reticulum membrane;Endoplasmic reticulum	NA	PE1	1
NX_P35611	737	80955	5.6	0	Nucleoplasm;Cell membrane;Cell membrane;Cytoskeleton	NA	PE1	4
NX_P35612	726	80854	5.67	0	Cell membrane;Cytoskeleton;Nucleoplasm;Cytosol;Cell membrane	NA	PE1	2
NX_P35613	385	42200	5.39	1	Cell membrane;Melanosome;Cell membrane;Cytoplasmic vesicle	NA	PE1	19
NX_P35625	211	24145	9	0	Extracellular matrix	Sorsby fundus dystrophy	PE1	22
NX_P35626	688	79710	7.55	0	Cell membrane;Nucleus	NA	PE1	22
NX_P35637	526	53426	9.4	0	Nucleus;Nucleoplasm	Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia;Angiomatoid fibrous histiocytoma;Tremor, hereditary essential 4	PE1	16
NX_P35638	169	19175	4.61	0	Nucleoplasm;Cytoplasm;Nucleus	Myxoid liposarcoma	PE1	12
NX_P35658	2090	213620	7.15	0	Nucleus;Cytoplasmic vesicle;Focal adhesion;Nuclear pore complex	NA	PE1	9
NX_P35659	375	42674	8.69	0	Nucleus;Nucleus;Nucleus	NA	PE1	6
NX_P35663	651	74242	9.68	0	Calyx	NA	PE1	X
NX_P35670	1465	157263	6.25	8	Golgi apparatus;Cytoplasm;Mitochondrion;trans-Golgi network membrane;Late endosome;Golgi apparatus membrane	Wilson disease	PE1	13
NX_P35680	557	61324	7.39	0	Nucleoplasm;Nucleus	Diabetes mellitus, non-insulin-dependent;Prostate cancer, hereditary, 11;Renal cysts and diabetes syndrome	PE1	17
NX_P35711	763	84026	6.15	0	Nucleus;Nucleoplasm	Lamb-Shaffer syndrome	PE1	12
NX_P35712	828	91921	7.65	0	Nucleus;Nucleus;Nucleoplasm	NA	PE1	11
NX_P35713	384	40891	8.16	0	Nucleus;Nucleus	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome;Hypotrichosis-lymphedema-telangiectasia syndrome	PE1	20
NX_P35716	441	46679	4.91	0	Nucleus	Mental retardation, autosomal dominant 27	PE1	2
NX_P35749	1972	227339	5.42	0	Melanosome;Cell membrane;Cytosol	Aortic aneurysm, familial thoracic 4	PE1	16
NX_P35754	106	11776	8.33	0	Cytoplasm;Cytosol;Cell membrane	NA	PE1	5
NX_P35789	620	70971	9.4	0	Nucleus	NA	PE1	19
NX_P35790	457	52249	6.16	0	Endoplasmic reticulum;Cytoplasm	NA	PE1	11
NX_P35813	382	42448	5.19	0	Membrane;Nucleus;Cytosol;Cytosol;Cell membrane	NA	PE1	14
NX_P35858	605	66035	6.33	0	Extracellular space;Nucleoplasm	Acid-labile subunit deficiency	PE1	16
NX_P35869	848	96147	5.94	0	Nucleus;Cytosol;Nucleoplasm;Cytoplasm	NA	PE1	7
NX_P35900	424	48487	5.52	0	Cytoplasm;Cytosol	NA	PE1	17
NX_P35908	639	65433	8.07	0	Cytoskeleton;Golgi apparatus;Cytosol	Ichthyosis bullosa of Siemens	PE1	12
NX_P35913	854	98336	5.11	0	Membrane;Cytosol	Night blindness, congenital stationary, autosomal dominant 2;Retinitis pigmentosa 40	PE1	4
NX_P35914	325	34360	8.81	0	Peroxisome;Mitochondrion matrix	3-hydroxy-3-methylglutaryl-CoA lyase deficiency	PE1	1
NX_P35916	1363	152757	5.9	1	Cell junction;Nucleus speckle;Cell membrane;Cell membrane;Cytoplasm;Nucleus;Secreted	Lymphedema, hereditary, 1A;Hemangioma, capillary infantile	PE1	5
NX_P35968	1356	151527	5.6	1	Early endosome;Secreted;Cell membrane;Cell junction;Endoplasmic reticulum;Cell membrane;Cytoplasm;Nucleus;Cytoplasmic vesicle	Hemangioma, capillary infantile	PE1	4
NX_P35998	433	48634	5.71	0	Cytosol;Cytosol;Cytoplasm;P-body;Nucleus	NA	PE1	7
NX_P36021	539	59511	5.43	12	Cell membrane;Cell membrane	Monocarboxylate transporter 8 deficiency	PE1	X
NX_P36222	383	42625	8.69	0	Endoplasmic reticulum;Perinuclear region;Cytoplasm;Extracellular space;Cytoplasmic vesicle	Schizophrenia;Asthma-related traits 7	PE1	1
NX_P36268	569	61771	7.22	0	Perinuclear region;Endoplasmic reticulum	NA	PE1	22
NX_P36269	586	62261	7.24	1	Nucleolus;Membrane	NA	PE1	22
NX_P36382	358	40380	8.81	4	Cell membrane;Gap junction	Atrial standstill 1;Atrial fibrillation, familial, 11	PE1	1
NX_P36383	396	45470	6.9	4	Cytosol;Cell membrane;Gap junction;Nucleolus;Cell junction	NA	PE1	17
NX_P36402	384	41642	6.32	0	Nucleoplasm;Nucleus	NA	PE1	5
NX_P36404	184	20878	5.95	0	Cytoplasm;Nucleus;Centrosome;Nucleus;Golgi apparatus;Cytosol;Focal adhesion;Nucleolus;Mitochondrion intermembrane space	NA	PE1	11
NX_P36405	182	20456	6.74	0	Cell membrane;Cytoplasm;Golgi apparatus membrane;Spindle;Centrosome;Nucleus;Centrosome;Cilium;Nucleus	NA	PE1	10
NX_P36406	574	64067	5.93	0	Endomembrane system;Golgi apparatus membrane;Lysosome membrane	NA	PE1	5
NX_P36507	400	44424	6.12	0	Cytoplasm;Cytosol;Membrane;Cytoplasm	Cardiofaciocutaneous syndrome 4	PE1	19
NX_P36508	570	61831	5.66	0	Nucleus;Cytosol;Nucleoplasm	NA	PE1	6
NX_P36537	528	60774	9.12	1	Endoplasmic reticulum membrane;Microsome membrane	NA	PE1	4
NX_P36542	298	32996	9.23	0	Cytoplasm;Mitochondrion;Mitochondrion inner membrane	NA	PE1	10
NX_P36543	226	26145	7.7	0	Nucleoplasm	Cutis laxa, autosomal recessive, 2C	PE1	22
NX_P36544	502	56449	6.02	4	Postsynaptic cell membrane;Cell membrane	NA	PE1	15
NX_P36551	454	50152	8.59	0	Mitochondrion intermembrane space;Mitochondrion	Hereditary coproporphyria	PE1	3
NX_P36575	388	42778	5.53	0	NA	NA	PE1	X
NX_P36578	427	47697	11.07	0	Endoplasmic reticulum;Nucleolus;Cytosol;Nucleus	NA	PE1	15
NX_P36639	197	22520	5.15	0	Cytosol;Cytoplasm;Mitochondrion matrix;Nucleus	NA	PE1	7
NX_P36776	959	106489	6.01	0	Mitochondrion;Mitochondrion matrix;Nucleus	CODAS syndrome	PE1	19
NX_P36871	562	61449	6.3	0	Cytoplasm;Cytoskeleton	Congenital disorder of glycosylation 1T	PE1	1
NX_P36873	323	36984	6.12	0	Cytoplasm;Kinetochore;Mitochondrion;Midbody;Cleavage furrow;Nucleus speckle;Nucleoplasm;Nucleus;Nucleolus	NA	PE1	12
NX_P36888	993	112903	5.48	1	Endoplasmic reticulum lumen;Endoplasmic reticulum;Membrane	Leukemia, acute myelogenous	PE1	13
NX_P36894	532	60198	7.71	1	Membrane;Cytosol	Juvenile polyposis syndrome;Polyposis syndrome, mixed hereditary 2	PE1	10
NX_P36896	505	56807	6.6	1	Cell membrane;Cytosol	NA	PE1	12
NX_P36897	503	55960	7.51	1	Cell membrane;Cell membrane;Tight junction;Cell surface;Cytoplasmic vesicle;Membrane raft	Multiple self-healing squamous epithelioma;Loeys-Dietz syndrome 1	PE1	9
NX_P36915	607	68661	5.57	0	Cytoplasmic vesicle	NA	PE1	6
NX_P36941	435	46709	5.53	1	Membrane;Golgi apparatus	NA	PE1	12
NX_P36952	375	42100	5.72	0	Cytoplasmic vesicle;Extracellular space	NA	PE1	18
NX_P36954	125	14523	5.04	0	Nucleolus;Nucleoplasm	NA	PE1	19
NX_P36955	418	46312	5.97	0	Secreted;Melanosome	Osteogenesis imperfecta 6	PE1	17
NX_P36956	1147	121675	8.43	2	Endoplasmic reticulum membrane;Golgi apparatus;Nucleus;Golgi apparatus membrane;COPII-coated vesicle membrane;Nucleus;Cytosol	NA	PE1	17
NX_P36957	453	48755	9.1	0	Mitochondrion	NA	PE1	14
NX_P36959	345	37419	6.6	0	NA	NA	PE1	6
NX_P36969	197	22175	8.69	0	Cytoplasm;Mitochondrion;Nucleoplasm;Mitochondrion;Cytoplasm	Spondylometaphyseal dysplasia, Sedaghatian type	PE1	19
NX_P36980	270	30651	6	0	Secreted	NA	PE1	1
NX_P37023	503	56124	7.56	1	Cell membrane	Telangiectasia, hereditary hemorrhagic, 2	PE1	12
NX_P37058	310	34516	8.9	0	Cytoplasmic vesicle;Endoplasmic reticulum	Male pseudohermaphrodism with gynecomastia	PE1	9
NX_P37059	387	42785	8.79	1	Endoplasmic reticulum;Membrane	NA	PE1	16
NX_P37088	669	75704	7.47	2	Cytoplasm;Cytoplasmic granule;Apical cell membrane;Cilium	Pseudohypoaldosteronism 1, autosomal recessive;Bronchiectasis with or without elevated sweat chloride 2	PE1	12
NX_P37108	136	14570	10.05	0	Cytoplasm;Nucleolus;Nucleus	NA	PE1	15
NX_P37173	567	64568	5.6	1	Cell membrane;Cell membrane;Membrane raft	Loeys-Dietz syndrome 2;Esophageal cancer;Hereditary non-polyposis colorectal cancer 6	PE1	3
NX_P37198	522	53255	5.21	0	Nucleus envelope;Spindle pole;Cytoplasmic vesicle;Nucleus membrane;Centrosome;Nuclear pore complex;Nucleus envelope	Infantile striatonigral degeneration	PE1	19
NX_P37231	505	57620	5.61	0	Cytoplasmic vesicle;Nucleus;Nucleus;Cytoplasm	Obesity;Glioma 1;Lipodystrophy, familial partial, 3	PE1	3
NX_P37235	193	22313	5.21	0	Membrane	NA	PE1	2
NX_P37268	417	48115	6.1	2	Endoplasmic reticulum membrane;Endoplasmic reticulum	NA	PE1	8
NX_P37275	1124	124074	4.87	0	Nucleus;Nucleoplasm	Corneal dystrophy, Fuchs endothelial, 6;Corneal dystrophy, posterior polymorphous, 3	PE1	10
NX_P37287	484	54127	8.63	1	Endoplasmic reticulum membrane	Paroxysmal nocturnal hemoglobinuria 1;Multiple congenital anomalies-hypotonia-seizures syndrome 2	PE1	X
NX_P37288	418	46800	9.48	7	Cell membrane	NA	PE1	12
NX_P37802	199	22391	8.41	0	Cytosol;Cytoskeleton	NA	PE1	1
NX_P37837	337	37540	6.36	0	Cytoplasm;Cytosol;Nucleoplasm;Nucleus;Cytoplasm	Transaldolase deficiency	PE1	11
NX_P37840	140	14460	4.67	0	Cytosol;Membrane;Secreted;Synapse;Nucleus	Parkinson disease 4, autosomal dominant;Parkinson disease 1, autosomal dominant;Dementia Lewy body	PE1	4
NX_P38117	255	27844	8.25	0	Cytoplasm;Mitochondrion matrix;Mitochondrion	Glutaric aciduria 2B	PE1	19
NX_P38159	391	42332	10.06	0	Nucleus	Mental retardation, X-linked, syndromic, 11	PE1	X
NX_P38398	1863	207721	5.29	0	Nucleus;Chromosome;Cytoplasm	Breast-ovarian cancer, familial, 1;Breast cancer;Pancreatic cancer 4;Ovarian cancer	PE1	17
NX_P38405	381	44308	6.23	0	Nucleus;Cytosol	Dystonia 25	PE1	18
NX_P38432	576	62608	9.2	0	Nucleus;Nucleus;Nucleolus;Nucleus;Cajal body	NA	PE1	17
NX_P38435	758	87561	8.17	5	Endoplasmic reticulum membrane	Combined deficiency of vitamin K-dependent clotting factors 1;Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency	PE1	2
NX_P38484	337	37806	5.27	1	Cell membrane;Golgi apparatus;Cytoplasmic vesicle membrane;Nucleoplasm;Golgi apparatus membrane;Endoplasmic reticulum membrane;Cytoplasm	Immunodeficiency 28	PE1	21
NX_P38567	509	57848	6.62	0	Cell membrane	NA	PE1	7
NX_P38570	1179	130159	5.48	1	Membrane	NA	PE1	17
NX_P38571	399	45419	6.42	0	Cytoplasmic vesicle;Lysosome	Cholesteryl ester storage disease;Wolman disease	PE1	10
NX_P38606	617	68304	5.35	0	Cytoplasmic vesicle;Cytosol;Nucleus	Cutis laxa, autosomal recessive, 2D	PE1	3
NX_P38646	679	73680	5.87	0	Mitochondrion;Mitochondrion;Nucleolus	Even-plus syndrome;Anemia, sideroblastic, 4	PE1	5
NX_P38919	411	46871	6.3	0	Nucleoplasm;Cytoplasm;Nucleus speckle;Nucleus	Richieri-Costa-Pereira syndrome	PE1	17
NX_P38935	993	109149	9.13	0	Nucleus;Nucleus;Cytoplasm;Axon	Charcot-Marie-Tooth disease 2S;Neuronopathy, distal hereditary motor, 6	PE1	11
NX_P38936	164	18119	8.69	0	Nucleus;Nucleoplasm;Nucleus;Cytoplasm	NA	PE1	6
NX_P39019	145	16060	10.31	0	Nucleus	Diamond-Blackfan anemia 1	PE1	19
NX_P39023	403	46109	10.19	0	Nucleolus;Nucleolus;Cytosol;Cytoplasm	NA	PE1	22
NX_P39059	1388	141720	4.9	0	Endoplasmic reticulum;Extracellular matrix	NA	PE1	9
NX_P39060	1754	178188	5.67	0	Golgi apparatus;Basement membrane;Basement membrane;Extracellular matrix;Secreted;Secreted;Basement membrane	Knobloch syndrome 1	PE1	21
NX_P39086	918	103981	6.65	3	Cell membrane;Postsynaptic cell membrane	NA	PE1	21
NX_P39210	176	19733	9.54	4	Mitochondrion inner membrane	Mitochondrial DNA depletion syndrome 6	PE1	2
